ID,valid,No_de_Ref,new_ref,filename,DOI,Title,Year,Journal,Pages,Issue,Abstract,Authors,Volume,Corresponding_author,Country,Country_name,journalID
311,1,298,298,Highly-active_direct_Z-scheme_SiTiO2_photocatalyst_for_boosted_CO2_reduction_into_value-added_methanol,10.1039/C4RA10670A,Highly-active direct Z-scheme SiTiO2 photocatalyst for boosted CO2 reduction into value-added methanol,2014,RSC ADVANCES,56961,100,"In the present study, direct Z-scheme SiTiO2 photocatalyst was synthesized via a facile hydrothermal reaction using tetrabutyl titanate and Si powder prepared from magnesiothermic reduction of SiO2 nanospheres. The SiTiO2 nanospheres were composed of porous Si nanospheres with a diameter of ?300 nm and TiO2 nanosheets with a diameter of 50 nm and thickness of 10 nm, and demonstrated superior visible light harvesting ability to either Si nanospheres or TiO2 nanosheets. CO2 photocatalytic reduction proved that SiTiO2 nanocomposites exhibit high activity in conversion of CO2 to methanol with the maximum photonic efficiency of 18.1%, while pure Si and TiO2 catalyst are almost inactive, which can be ascribed to the integrated suitable band composition in the SiTiO2 Z-scheme system for CO2 reduction. The enhanced photocatalytic property of Z-scheme SiTiO2 nanospheres was ascribed to the formation of SiTiO2 Z-scheme system, which improved the separation efficiency of the photogenerated carriers, prolonged their longevity, and therefore boosted their photocatalytic activity.","Y. Liu, G. Ji, M. A. Dastageer, L. Zhu, J. Wang, B. Zhang , X. Chang, M. A. Gondal",4,gbji@nuaa.edu.cn,"CN,CN,SA,CN,CN,CN,CN,SA","China,China,Saudi Arabia,China,China,China,China,Saudi Arabia",982
315,1,302,302,Formation_of_3D_interconnectively_macromesoporous_TiO2_sponges_through_gelation_of_lotus_root_starch_toward_CO2_photoreduction_into_hydrocarbon_fuels,10.1039/C4RA06565D,Formation of 3D interconnectively macromesoporous TiO2 sponges through gelation of lotus root starch toward CO2 photoreduction into hydrocarbon fuels,2014,RSC ADVANCES,43172,81,"A particular TiO2 sponge, consisting of macroporous framework with interconnected mesoporous channels, was fabricated through a co-gelation of lotus root starch (LRS) with TiO2 precursor, followed by lyophilization and subsequent calcination. This strategy advantageously inherits both the traditional hard-templating technique for well-defined 3D predesigned macroporous architecture and soft-templating techniques for interpore connectivity. The resulting TiO2 sponge exhibits about a 2.60 fold improvement in CO2 photoconversion rate (CH4: 5.13 ppm h-1) compared to the referred TiO2 (1.97 ppm h-1) formed in the absence of the LRS. The generation rate of CH4 over macromesoporous TiO2 sponge could be further significantly enhanced to 11.95 ppm h-1 by co-loading Pt (0.9 wt%) and Cu (1.7 wt%) as co-catalysts by improvement of the separations of the photogenerated electron-hole pairs. The higher photocatalytic activity of the macromesoporous TiO2 sponge can be attributed to the following three reasons: (1) macroporous architecture favors gas diffusion of the reactants and the products; (2) macroporous architecture also promotes the multiple-reflection effect occurring inside the interior macrocavities, which enables trapping (or harvest) the incident light in the photocatalyst for a longer duration and bring forth more opportunities for light absorption; and (3) the mesoporous structure enhances gas captureadsorption of the reactants and provides more reaction sites.","F. Wang, Y. Zhou, P. Li, H. Li, W. Tu, S. Yan, Z. Zou",4,zhouyong1999@nju.edu.cn,"CN,CN,CN,CN,CN,CN,CN","China,China,China,China,China,China,China",982
344,1,331,331,Hollow_and_mesoporous_ZnTe_microspheres_Synthesis_and_visible-light_photocatalytic_reduction_of_carbon_dioxide_into_methane,10.1039/C4RA13593H,Hollow and mesoporous ZnTe microspheres: Synthesis and visible-light photocatalytic reduction of carbon dioxide into methane,2015,RSC ADVANCES,6186,8,"Hollow and mesoporous microstructures have been found to be an attractive class of materials due to their superior physical properties and potential applications. In the present work, a hydrothermal method has been used to synthesize hollow and mesoporous ZnTe hierarchical microspheres. The as-synthesized microspheres are characterized by a variety of techniques, including X-ray diffraction, scanning electron microscopy, energy dispersive X-ray spectroscopy, transmission electron microscopy, high resolution transmission electron microscopy, X-ray photoelectron spectroscopy and ultraviolet-visible spectroscopy. Nitrogen adsorption-desorption measurements and the curve of relative pore size distribution via Brunauer-Emmett-Teller analysis confirm the existence of mesopores in the obtained nanomaterials. Different reaction parameters such as NaOH concentration, reaction temperature and time, and concentration of the tellurium precursor have been studied and the detailed growth mechanism has been proposed. These hollow and mesoporous microspheres are also used for the photoreduction of carbon dioxide into methane under visible-light illumination (? ? 420 nm) with a solar energy conversion efficiency of 0.072%.","M. F. Ehsan, M. N. Ashiq, T. He ",5,het@nanoctr.cn,"CN,CN,CN","China,China,China",982
355,1,342,342,Synthesis_and_characterization_of_a_quaternary_nanocomposite_based_on_TiOCdSrGOPt_and_its_application_in_the_photoreduction_of_CO_to_methane_under_visible_light,10.1039/C4RA15605F,Synthesis and characterization of a quaternary nanocomposite based on TiO<inf>2<inf>CdSrGOPt and its application in the photoreduction of CO<inf>2<inf> to methane under visible light,2015,RSC ADVANCES,33914,43," In this work, the preparation of the quaternary nanocomposite TiO<inf>2<inf>CdSrGOPt is reported along with its application, for the first time, as a catalyst for the photocatalytic reduction of carbon dioxide (CO<inf>2<inf>) to methane (CH<inf>4<inf>). TiO<inf>2<inf>CdS nanoparticles and Pt nanoparticle-decorated reduced graphene oxide sheets (rGOPt) were synthesized separately and characterized through X-ray diffraction (XRD), scanning electron microscopy (SEM), high-resolution transmission electron microscopy (HR-TEM), Raman spectroscopy, UV-vis spectroscopy and photoelectrochemical experiments. Hydrocarbon samples were collected and analysed using gas chromatography (GC). After 5 hours of illumination under visible light, 0.11 ?mol of CH<inf>4<inf> was produced at an average production rate of 0.0867 ?mol h-1, which is higher than the production of CH<inf>4<inf> measured from the TiO<inf>2<inf>CdS and the TiO<inf>2<inf>CdSPt control samples. The photoelectrochemical experiments confirmed that the presence of rGO sheets in the nanocomposite enhanced the electrochemical and photocatalytic properties of the nanocomposite as a result of rapid electron transport and the inhibition of charge recombination.","J. E. Benedetti, D. R. Bernardo, A. Morais, J. Bettini, A. F. Nogueira",5,avia@iqm.unicamp.br,"BR,BR,BR,BR,BR","Brazil,Brazil,Brazil,Brazil,Brazil",982
379,1,366,366,Role_of_quaternary_N_in_N-doped_graphene-Fe2O3_nanocomposites_as_efficient_photocatalysts_for_CO2_reduction_and_acetaldehyde_degradation,10.1039/C5RA17882G,Role of quaternary N in N-doped graphene-Fe2O3 nanocomposites as efficient photocatalysts for CO2 reduction and acetaldehyde degradation,2015,RSC ADVANCES,85061,103,"The quaternary N in N-doped graphene-Fe2O3 nanocomposites could be very favorable for the transfer and transportation of photogenerated charges and for the adsorption of CO2 and O2 so as to greatly enhance the charge separation, leading to the obviously-improved photoactivities for CO2 reduction to selectively evolve CO and for acetaldehyde degradation.","H. Wang, F. Raziq, Y. Qu, C. Qin, J. Wang, L. Jing",5,chuanliqin@163.com,"CN,CN,CN,CN,CN,CN","China,China,China,China,China,China",982
384,1,371,371,Rational_construction_of_a_CdSreduced_graphene_oxideTiO2_core-shell_nanostructure_as_an_all-solid-state_Z-scheme_system_for_CO2_photoreduction_into_solar_fuels,10.1039/C5RA14374H,Rational construction of a CdS\/reduced graphene oxide\/TiO2 core-shell nanostructure as an all-solid-state Z-scheme system for CO2 photoreduction into solar fuels,2015,RSC ADVANCES,88409,107,"Mimicking natural photosynthesis in green plants, an all-solid-state Z-scheme was constructed for photocatalytic reduction of CO2 in the presence of water vapor, consisting of CdS nanospheres (CdS NSs) and TiO2 nanoparticles as photocatalysts, and reduced graphene oxide (rGO) as a solid electron mediator. In this Z-scheme system, the photogenerated electrons from the conduction band of TiO2 transfer to rGO, and then recombine with the existing holes of CdS NSs, allowing the photo-generated electrons to enrich on the CdS semiconductor and holes on the TiO2. The photocatalytic efficiency of the Z-scheme system exhibits remarkable enhancement relative to pure CdS, CdS\/TiO2, and CdS\/rGO."," L. Kuai, Y. Zhou, W. Tu, P. Li, H. Li, Q. Xu, L. Tang, X. Wang, M. Xiao, Z. Zou",5,zhouyong1999@nju.edu.cn,"CN,CN,CN,CN,CN,CN,CN,CN,CN,CN","China,China,China,China,China,China,China,China,China,China",982
392,1,379,379,Conversion_of_CO2_into_renewable_fuel_over_Pt-g-C3N4KNbO3_composite_photocatalyst,10.1039/C5RA16870H,Conversion of CO2 into renewable fuel over Pt-g-C3N4\/KNbO3 composite photocatalyst,2015,RSC ADVANCES,93615,113,"g-C3N4\/KNbO3 composites were fabricated by ultrasonic dispersion followed by heat treatment method, and developed as visible-light-sensitive photocatalysts for CO2 conversion. The photocatalysts were characterized by X-ray powder diffraction, scanning electron microscopy, transmission electron microscopy, X-ray photoelectron spectroscopy, photoluminescence spectra, nitrogen adsorption-desorption, and UV-vis diffuse reflection spectroscopy. HRTEM revealed that an intimate interface between g-C3N4 and KNbO3 was formed in the g-C3N4\/KNbO3 composite. The g-C3N4\/KNbO3 composite exhibited superior photocatalytic performance for CO2 reduction compared to g-C3N4 under visible-light illumination. Such a significant enhancement in the photocatalytic activity was mainly ascribed to the improved separation efficiency of photoinduced carriers at the interface of the g-C3N4\/KNbO3 composite, which was beneficial for separating the photoinduced electron-holes and thus improving the photocatalytic performance. The present study would provide a useful method to develop an effective composite photocatalyst for CO2 reduction under visible light irradiation."," H. Shi, C. Zhang, C. Zhou, G. Chen",5,hfshi@jiangnan.edu.cn,"CN,CN,CN,CN","China,China,China,China",982
398,1,385,385,Preparation_of_thickness-tunable_BiOCl_nanosheets_with_high_photocatalytic_activity_for_photoreduction_of_CO2,10.1039/C5RA21888H,Preparation of thickness-tunable BiOCl nanosheets with high photocatalytic activity for photoreduction of CO2,2015,RSC ADVANCES,100244,121,"BiOCl nanosheets with different percentages of exposed {001} facets were prepared by a controlled facile hot-injection technique. The synthesis was conducted using bismuth chloride as a metal precursor, octadecene as a solvent, and oleic acid, oleylamine and octadecene as morphology-control agents. The presence of trace amounts of water in the reaction system leads to mild hydrolysis. The obtained BiOCl nanosheets with highly exposed {001} facets exhibited high activity for photocatalytic reduction of CO2 to CH4. Moreover, the thinner the nanosheets, the higher the production yield. The detailed mechanism has been studied. This work may afford a feasible protocol for the preparation of BiOCl nanosheets with high photocatalytic activity.","J. Jin, Y. Wang, T. He",5,het@nanoctr.cn,"CN,CN,CN","China,China,China",982
378,1,365,365,A_Hierarchical_Z-Scheme_CdS-WO3_Photocatalyst_with_Enhanced_CO2_Reduction_Activity,10.1002/smll.201500926,A Hierarchical Z-Scheme CdS-WO3 Photocatalyst with Enhanced CO2 Reduction Activity,2015,SMALL,5262,39,"The development of an artificial photosynthetic system is a promising strategy to convert solar energy into chemical fuels. Here, a direct Z-scheme CdS-WO3 photocatalyst without an electron mediator is fabricated by imitating natural photosynthesis of green plants. Photocatalytic activities of as-prepared samples are evaluated on the basis of photocatalytic CO2 reduction to form CH4 under visible light irradiation. These Z-scheme-heterostructured samples show a higher photocatalytic CO2 reduction than single-phase photocatalysts. An optimized CdS-WO3 heterostructure sample exhibits the highest CH4 production rate of 1.02 ?mol h-1 g-1 with 5 mol% CdS content, which exceeds the rates observed in single-phase WO3 and CdS samples for approximately 100 and ten times under the same reaction condition, respectively. The enhanced photocatalytic activity could be attributed to the formation of a hierarchical direct Z-scheme CdS-WO3 photocatalyst, resulting in an efficient spatial separation of photo-induced electron-hole pairs. Reduction and oxidation catalytic centers are maintained in two different regions to minimize undesirable back reactions of the photocatalytic products. The introduction of CdS can enhance CO2 molecule adsorption, thereby accelerating photocatalytic CO2 reduction to CH4. This study provides novel insights into the design and fabrication of high-performance artificial Z-scheme photocatalysts to perform photocatalytic CO2 reduction. A highly efficient direct CdS-WO3 Z-scheme photocatalyst, CdS nanoparticles in situ grown on a hierarchical WO3 hollow sphere surface, is designed and fabricated for photocatalytic CO2 reduction to CH4. The enhanced CO2 reduction activity is observed due to the formation of a CdS-WO3 Z-scheme photocatalytic system.","J. Jin, J. Yu, D. Guo, C. Cui, W. Ho",11,jiaguoyu@yahoo.com,"CN,SA,CN,CN,CN","China,Saudi Arabia,China,China,China",1023
207,1,206,206,"Photoreduction_of_carbon_dioxide_in_the_presence_of_H2,_H2O_and_CH4_over_TiO2_and_ZnO_photocatalysts",10.1016/j.solener.2013.08.027,"Photoreduction of carbon dioxide in the presence of H2, H2O and CH4 over TiO2 and ZnO photocatalysts",2013,SOLAR ENERGY,186,,"In this study, efficiency of the prepared photocatalysts (TiO2 and ZnO) on stainless steel mesh network was examined for photoreduction of CO2 gas. The experiments were performed under direct UV irradiation in a self-designed batch reactor. UV-visible spectra and XRD pattern showed that crystalline structure of the particles did not change in calcinations process. Also, SEM images indicated that semiconductors were well coated on the surface of the mesh. Conversion results showed that photoreduction of CO2 in the presence of TiO2 photocatalyst with H2O reductant had highest conversion. However, the best conversion efficiency for ZnO was achieved in the presence of CH4 molecules. The conversion products in the presence of CH4 as reductant can be formate and acetate derivatives, whereas the conversion products in the presence of H2 can be assigned to the production of methane and formic derivatives.","G. Mahmodi, S. Sharifnia, M. Madani., V. Vatanpour",97,sharif@razi.ac.ir,"IR,IR,IR,IR","Iran,Iran,Iran,Iran",1027
